ID	Name_submitted	Overall_score	Name_matched_id	Name_matched	Name_score	Name_matched_rank	Author_submitted	Author_matched	Author_score	Canonical_author	Name_matched_accepted_family	Genus_submitted	Genus_matched	Genus_score	Specific_epithet_submitted	Specific_epithet_matched	Specific_epithet_score	Family_submitted	Family_matched	Family_score	Infraspecific_rank	Infraspecific_epithet_matched	Infraspecific_epithet_score	Infraspecific_rank_2	Infraspecific_epithet_2_matched	Infraspecific_epithet_2_score	Annotations	Unmatched_terms	Name_matched_url	Name_matched_lsid	Phonetic	Taxonomic_status	Accepted_name	Accepted_species	Accepted_name_author	Accepted_name_id	Accepted_name_rank	Accepted_name_url	Accepted_name_lsid	Accepted_family	Overall_score_order	Highertaxa_score_order	Source	Warnings
30	"'Fabaceae Calliandra nitida S. Watson'"	1	185262	"Calliandra nitida"	1	species	"S. Watson"	"S. Watson"	1	"S. Watson"	Fabaceae	Calliandra	Calliandra	1	nitida	nitida	1	Fabaceae	Fabaceae	1								'	http://www.tropicos.org/Name/13004889		Y	Accepted	"Calliandra nitida"	"Calliandra nitida"	"S. Watson"	185262	species	http://www.tropicos.org/Name/13004889		Fabaceae	1	1	tropicos	0
31	"'Lejeuneaceae Aureolejeunea aurifera R. M. Schust.'"	1	635298	"Aureolejeunea aurifera"	1	species	"R. M. Schust."	"R.M. Schust."	1	"R.M. Schust."	Lejeuneaceae	Aureolejeunea	Aureolejeunea	1	aurifera	aurifera	1	Lejeuneaceae	Lejeuneaceae	1								'	http://www.tropicos.org/Name/35206903		Y	Accepted	"Aureolejeunea aurifera"	"Aureolejeunea aurifera"	"R.M. Schust."	635298	species	http://www.tropicos.org/Name/35206903		Lejeuneaceae	1	1	tropicos	0
32	"'Euphorbiaceae Chondrostylis bancana Boerl.'"	1	921400	"Chondrostylis bancana"	1	species	Boerl.	Boerl.	1	Boerl.	Euphorbiaceae	Chondrostylis	Chondrostylis	1	bancana	bancana	1	Euphorbiaceae	Euphorbiaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Chondrostylis+bancana		Y	Accepted	"Chondrostylis bancana"	"Chondrostylis bancana"	Boerl.	921400	species	http://www.theplantlist.org/tpl1.1/search?q=Chondrostylis+bancana		Euphorbiaceae	1	1	tpl	0
33	"'Brachytheciaceae Eurhynchium afrostrigosum (Mll. Hal. ) Paris'"	0.98064	573881	"Eurhynchium afrostrigosum"	1	species	"(Mll. Hal. ) Paris"	"(Müll. Hal.) Paris"	0.9032	"(Müll. Hal.) Paris"	Brachytheciaceae	Eurhynchium	Eurhynchium	1	afrostrigosum	afrostrigosum	1	Brachytheciaceae	Brachytheciaceae	1								'	http://www.tropicos.org/Name/35135693		Y	Synonym	"Rhynchostegiella zeyheri"	"Rhynchostegiella zeyheri"	"(Spreng. ex Müll. Hal.) Broth."	593103	species	http://www.tropicos.org/Name/35155632		Brachytheciaceae	1	1	tropicos	0
34	"'Poaceae Ottochloa arnottiana (Steud. ) Dandy'"	0.91174	384325	"Ottochloa arnottiana"	1	species	"(Steud. ) Dandy"	"(Nees) Dandy"	0.5587	"(Nees) Dandy"	Poaceae	Ottochloa	Ottochloa	1	arnottiana	arnottiana	1	Poaceae	Poaceae	1								'	http://www.tropicos.org/Name/25516991		Y	Synonym	"Ottochloa nodosa var. nodosa"	"Ottochloa nodosa"		423776	variety	http://www.tropicos.org/Name/25557871		Poaceae	1	1	tropicos	0
35	"'Proteaceae Banksia menziesii R. Br.'"	1	863129	"Banksia menziesii"	1	species	"R. Br."	"R. Br."	1	"R. Br."	Proteaceae	Banksia	Banksia	1	menziesii	menziesii	1	Proteaceae	Proteaceae	1								'	http://www.tropicos.org/Name/50183355		Y	Accepted	"Banksia menziesii"	"Banksia menziesii"	"R. Br."	863129	species	http://www.tropicos.org/Name/50183355		Proteaceae	1	1	tropicos	0
36	"'Primulaceae Geissanthus scrobiculatus (Cuatrec. ) Pipoly'"	1	317795	"Geissanthus scrobiculatus"	1	species	"(Cuatrec. ) Pipoly"	"(Cuatrec.) Pipoly"	1	"(Cuatrec.) Pipoly"	Primulaceae	Geissanthus	Geissanthus	1	scrobiculatus	scrobiculatus	1	Primulaceae	Primulaceae	1								'	http://www.tropicos.org/Name/22002256		Y	Accepted	"Geissanthus scrobiculatus"	"Geissanthus scrobiculatus"	"(Cuatrec.) Pipoly"	317795	species	http://www.tropicos.org/Name/22002256		Primulaceae	1	1	tropicos	0
37	"'LECYTHIDACEAE Couratari fagifolia'"	1	285060	"Couratari fagifolia"	1	species				"(Miq. ex O. Berg) Eyma"	Lecythidaceae	Couratari	Couratari	1	fagifolia	fagifolia	1	Lecythidaceae	Lecythidaceae	1								'	http://www.tropicos.org/Name/17900373		Y	Synonym	"Couratari multiflora"	"Couratari multiflora"	"(Sm.) Eyma"	285022	species	http://www.tropicos.org/Name/17900334		Lecythidaceae	1	1	tropicos	0
38	"'Geraniaceae Erodium moranense Willd. ex Kunth'"	1	1207972	"Erodium moranense"	1	species	"Willd. ex Kunth"	"Willd. ex Kunth"	1	"Willd. ex Kunth"	Geraniaceae	Erodium	Erodium	1	moranense	moranense	1	Geraniaceae	Geraniaceae	1								'	http://www.tropicos.org/Name/100333680		Y	Accepted	"Erodium moranense"	"Erodium moranense"	"Willd. ex Kunth"	1207972	species	http://www.tropicos.org/Name/100333680		Geraniaceae	1	1	tropicos	0
39	"'Gentianaceae Fagraea sair Gilg & Gilg-Ben.'"	0.9032	1210804	"Fagraea sair"	1	species	"Gilg & Gilg-Ben."	"Gilg & Benedict"	0.516	"Gilg & Benedict"	Gentianaceae	Fagraea	Fagraea	1	sair	sair	1	Gentianaceae	Gentianaceae	1								'	http://www.tropicos.org/Name/100336554		Y	Synonym	"Fagraea berteroana var. sair"	"Fagraea berteroana"	"(Gilg & Benedict) Fosberg"	1210680	variety	http://www.tropicos.org/Name/100336430		Gentianaceae	1	1	tropicos	0
40	"'Chrysobalanaceae Parinari alvinii'"	0.98518987842647	787949	"Parinari alvimii"	0.98518987842647	species				Prance	Chrysobalanaceae	Parinari	Parinari	1	alvinii	alvimii	0.85714285714286	Chrysobalanaceae	Chrysobalanaceae	1								'	http://www.tropicos.org/Name/50105622			Accepted	"Parinari alvimii"	"Parinari alvimii"	Prance	787949	species	http://www.tropicos.org/Name/50105622		Chrysobalanaceae	1	1	tropicos	0
41	"'Poaceae Eragrostis coarctata Stapf'"	1	419207	"Eragrostis coarctata"	1	species	Stapf	Stapf	1	Stapf	Poaceae	Eragrostis	Eragrostis	1	coarctata	coarctata	1	Poaceae	Poaceae	1								'	http://www.tropicos.org/Name/25553067		Y	Accepted	"Eragrostis coarctata"	"Eragrostis coarctata"	Stapf	419207	species	http://www.tropicos.org/Name/25553067		Poaceae	1	1	tropicos	0
42	"'Iridaceae Neomarica variegata'"	1	267536	"Neomarica variegata"	1	species				"(M. Martens & Galeotti) Henrich & Goldblatt"	Iridaceae	Neomarica	Neomarica	1	variegata	variegata	1	Iridaceae	Iridaceae	1								'	http://www.tropicos.org/Name/16602294		Y	Accepted	"Neomarica variegata"	"Neomarica variegata"	"(M. Martens & Galeotti) Henrich & Goldblatt"	267536	species	http://www.tropicos.org/Name/16602294		Iridaceae	1	1	tropicos	0
43	"'Loasaceae Nasa poissoniana (Urb. & Gilg) Weigend'"	1	982234	"Nasa poissoniana"	1	species	"(Urb. & Gilg) Weigend"	"(Urb. & Gilg) Weigend"	1	"(Urb. & Gilg) Weigend"	Loasaceae	Nasa	Nasa	1	poissoniana	poissoniana	1	Loasaceae	Loasaceae	1								'	http://www.tropicos.org/Name/50305019		Y	Accepted	"Nasa poissoniana"	"Nasa poissoniana"	"(Urb. & Gilg) Weigend"	982234	species	http://www.tropicos.org/Name/50305019		Loasaceae	1	1	tropicos	0
44	"'Orchidaceae Flickingeria convexa (Blume) A. D. Hawkes'"	1	708461	"Flickingeria convexa"	1	species	"(Blume) A. D. Hawkes"	"(Blume) A.D. Hawkes"	1	"(Blume) A.D. Hawkes"	Orchidaceae	Flickingeria	Flickingeria	1	convexa	convexa	1	Orchidaceae	Orchidaceae	1								'	http://www.tropicos.org/Name/50024342		Y	Synonym	"Abaxianthus convexus"	"Abaxianthus convexus"	"(Blume) M.A.Clem. & D.L. Jones"	1016881	species	http://www.tropicos.org/Name/100140801		Orchidaceae	1	1	tropicos	0
45	"'Hamamelidaceae Parrotia persica (DC. ) C. A. Meyer Pendula'"	0.93748	263364	"Parrotia persica"	1	species	"(DC. ) C. A. Meyer Pendula"	"(DC.) C.A. Mey."	0.6874	"(DC.) C.A. Mey."	Hamamelidaceae	Parrotia	Parrotia	1	persica	persica	1	Hamamelidaceae	Hamamelidaceae	1								'	http://www.tropicos.org/Name/15100044		Y	Accepted	"Parrotia persica"	"Parrotia persica"	"(DC.) C.A. Mey."	263364	species	http://www.tropicos.org/Name/15100044		Hamamelidaceae	1	1	tropicos	0
46	"'Ranunculaceae Ranunculus crenifolius (Julin) Ericsson'"	1	1528426	"Ranunculus crenifolius"	1	species	"(Julin) Ericsson"	"(Julin) Ericsson"	1	"(Julin) Ericsson"	Ranunculaceae	Ranunculus	Ranunculus	1	crenifolius	crenifolius	1	Ranunculaceae	Ranunculaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Ranunculus+crenifolius		Y	"No opinion"									1	1	tpl	0
47	"'Euphorbiaceae Julocroton abutiloides S. Moore'"	1	174397	"Julocroton abutiloides"	1	species	"S. Moore"	"S. Moore"	1	"S. Moore"	Euphorbiaceae	Julocroton	Julocroton	1	abutiloides	abutiloides	1	Euphorbiaceae	Euphorbiaceae	1								'	http://www.tropicos.org/Name/12801475		Y	Synonym	"Croton abutilopsis"	"Croton abutilopsis"	"G.L. Webster"	179649	species	http://www.tropicos.org/Name/12806983		Euphorbiaceae	1	1	tropicos	0
48	"'Ditrichaceae Ceratodon purpureus var. purpureus'"	1	623446	"Ceratodon purpureus var. purpureus"	1	variety					Ditrichaceae	Ceratodon	Ceratodon	1	purpureus	purpureus	1	Ditrichaceae	Ditrichaceae	1	var.	purpureus	1					'	http://www.tropicos.org/Name/35186731		Y	Accepted	"Ceratodon purpureus var. purpureus"	"Ceratodon purpureus"		623446	variety	http://www.tropicos.org/Name/35186731		Ditrichaceae	1	1	tropicos	0
49	"'Sapindaceae Talisia clathrata Radlk subsp. clathrata'"	1	856508	"Talisia clathrata subsp. clathrata"	1	subspecies					Sapindaceae	Talisia	Talisia	1	clathrata	clathrata	1	Sapindaceae	Sapindaceae	1	subsp.	clathrata	1					'	http://www.tropicos.org/Name/50176586		Y	Accepted	"Talisia clathrata subsp. clathrata"	"Talisia clathrata"		856508	subspecies	http://www.tropicos.org/Name/50176586		Sapindaceae	1	1	tropicos	0
50	"'Podostemaceae Rhyncholacis linearis Tul.'"	1	974341	"Rhyncholacis linearis"	1	species	Tul.	Tul.	1	Tul.	Podostemaceae	Rhyncholacis	Rhyncholacis	1	linearis	linearis	1	Podostemaceae	Podostemaceae	1								'	http://www.tropicos.org/Name/50296993		Y	Accepted	"Rhyncholacis linearis"	"Rhyncholacis linearis"	Tul.	974341	species	http://www.tropicos.org/Name/50296993		Podostemaceae	1	1	tropicos	0
51	"'Scrophulariaceae Veronicastrum virginicum (L. ) Farw. '\''Spring Dew'\'''"	0.80132	501790	"Veronicastrum virginicum"	1	species	"(L. ) Farw."	"(L.) Farw."	0.5066	"(L.) Farw."	Plantaginaceae	Veronicastrum	Veronicastrum	1	virginicum	virginicum	1	Scrophulariaceae	Scrophulariaceae	1								"'\Spring Dew\"	http://www.tropicos.org/Name/29200249		Y	Accepted	"Veronicastrum virginicum"	"Veronicastrum virginicum"	"(L.) Farw."	501790	species	http://www.tropicos.org/Name/29200249		Plantaginaceae	1	1	tropicos	0
52	"'Vochysiaceae Vochysiaceae Qualea grandiflora'"	0.9	535460	"Qualea grandiflora"	1	species				Mart.	Vochysiaceae	Qualea	Qualea	1	grandiflora	grandiflora	1	Vochysiaceae	Vochysiaceae	1								'Vochysiaceae	http://www.tropicos.org/Name/34100133		Y	Accepted	"Qualea grandiflora"	"Qualea grandiflora"	Mart.	535460	species	http://www.tropicos.org/Name/34100133		Vochysiaceae	1	1	tropicos	0
53	"'Pteridophyte Adiantum senae Baker'"						Adiantum					Pteridophyte																"'Pteridophyte Adiantum senae Baker"													1	1		0
54	"'Rubiaceae Antirhea radiata (Griseb. ) Urb.'"	1	489556	"Antirhea radiata"	1	species	"(Griseb. ) Urb."	"(Griseb.) Urb."	1	"(Griseb.) Urb."	Rubiaceae	Antirhea	Antirhea	1	radiata	radiata	1	Rubiaceae	Rubiaceae	1								'	http://www.tropicos.org/Name/27910981		Y	Synonym	"Antirrhoea radiata"	"Antirrhoea radiata"	"(Griseb.) Urb."	1024660	species	http://www.tropicos.org/Name/100148685		Rubiaceae	1	1	tropicos	0
55	"'Plagiochilaceae Plagiochila exesa Lindenb. & Gottsche'"	1	624172	"Plagiochila exesa"	1	species	"Lindenb. & Gottsche"	"Lindenb. & Gottsche"	1	"Lindenb. & Gottsche"	Plagiochilaceae	Plagiochila	Plagiochila	1	exesa	exesa	1	Plagiochilaceae	Plagiochilaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Plagiochila+exesa		Y	Accepted	"Plagiochila exesa"	"Plagiochila exesa"	"Lindenb. & Gottsche"	624172	species	http://www.theplantlist.org/tpl1.1/search?q=Plagiochila+exesa		Plagiochilaceae	1	1	tpl	0
56	"'Commelinaceae Tradescantia hirsuticaulis'"	1	141740	"Tradescantia hirsuticaulis"	1	species				Small	Commelinaceae	Tradescantia	Tradescantia	1	hirsuticaulis	hirsuticaulis	1	Commelinaceae	Commelinaceae	1								'	http://www.tropicos.org/Name/8300331		Y	Accepted	"Tradescantia hirsuticaulis"	"Tradescantia hirsuticaulis"	Small	141740	species	http://www.tropicos.org/Name/8300331		Commelinaceae	1	1	tropicos	0
57	"'Rubiaceae Gonzalagunia discolor var. danielis J. H. Kirkbr.'"	1	803015	"Gonzalagunia discolor var. danielis"	1	variety	"J. H. Kirkbr."	"J.H. Kirkbr."	1	"J.H. Kirkbr."	Rubiaceae	Gonzalagunia	Gonzalagunia	1	discolor	discolor	1	Rubiaceae	Rubiaceae	1	var.	danielis	1					'	http://www.tropicos.org/Name/50121149		Y	"No opinion"									1	1	tropicos	0
58	"'Orchidaceae Epidendrum albopropinquum Hgsater & E. Santiago'"	0.98402	1300819	"Epidendrum albopropinquum"	1	species	"Hgsater & E. Santiago"	"Hágsater & E. Santiago"	0.9201	"Hágsater & E. Santiago"	Orchidaceae	Epidendrum	Epidendrum	1	albopropinquum	albopropinquum	1	Orchidaceae	Orchidaceae	1								'	http://www.tropicos.org/Name/100448971		Y	Accepted	"Epidendrum albopropinquum"	"Epidendrum albopropinquum"	"Hágsater & E. Santiago"	1300819	species	http://www.tropicos.org/Name/100448971		Orchidaceae	1	1	tropicos	0
59	"'Araceae Arisaema smitinandii S. Y. Hu'"	1	1944255	"Arisaema smitinandii"	1	species	"S. Y. Hu"	S.Y.Hu	1	S.Y.Hu	Araceae	Arisaema	Arisaema	1	smitinandii	smitinandii	1	Araceae	Araceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Arisaema+smitinandii		Y	Accepted	"Arisaema smitinandii"	"Arisaema smitinandii"	S.Y.Hu	1944255	species	http://www.theplantlist.org/tpl1.1/search?q=Arisaema+smitinandii		Araceae	1	1	tpl	0
60	"'Celastraceae Kippistia diffusiflora Miers'"	1	263764	"Kippistia diffusiflora"	1	species	Miers	Miers	1	Miers	Celastraceae	Kippistia	Kippistia	1	diffusiflora	diffusiflora	1	Celastraceae	Celastraceae	1								'	http://www.tropicos.org/Name/15600070		Y	Synonym	"Cheiloclinium serratum"	"Cheiloclinium serratum"	"(Cambess.) A.C. Sm."	264025	species	http://www.tropicos.org/Name/15600331		Celastraceae	1	1	tropicos	0
61	"'Eugenia ligustrina (Sw. ) Willd.'"	1	319598	"Eugenia ligustrina"	1	species	"(Sw. ) Willd."	"(Sw.) Willd."	1	"(Sw.) Willd."	Myrtaceae	Eugenia	Eugenia	1	ligustrina	ligustrina	1											'	http://www.tropicos.org/Name/22101736		Y	Accepted	"Eugenia ligustrina"	"Eugenia ligustrina"	"(Sw.) Willd."	319598	species	http://www.tropicos.org/Name/22101736		Myrtaceae	1	1	tropicos	0
62	"'Emberizidae Dendroica palmarum spp. palmarum'"						Dendroica					Emberizidae																"'Emberizidae Dendroica palmarum spp. palmarum"													1	1		0
63	"'Fabaceae-caes Chamaecrista conferta gurgueiana'"	0.9	1184375	"Chamaecrista conferta var. gurgueiana"	1	variety				"Afr.Fern. & E.P. Nunes"	Fabaceae	Chamaecrista	Chamaecrista	1	conferta	conferta	1	Fabaceae	Fabaceae	1	var.	gurgueiana	1					'-caes	http://www.tropicos.org/Name/100309832		Y	Accepted	"Chamaecrista conferta var. gurgueiana"	"Chamaecrista conferta"	"Afr.Fern. & E.P. Nunes"	1184375	variety	http://www.tropicos.org/Name/100309832		Fabaceae	1	1	tropicos	0
64	"'Verbenaceae Lantana clarazii Ball'"	1	1088456	"Lantana clarazii"	1	species	Ball	Ball	1	Ball	Verbenaceae	Lantana	Lantana	1	clarazii	clarazii	1	Verbenaceae	Verbenaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Lantana+clarazii		Y	Synonym	"Junellia spathulata"	"Junellia spathulata"	"(Gillies & Hook.) Moldenke"	529067	species	http://www.theplantlist.org/tpl1.1/search?q=Junellia+spathulata		Verbenaceae	1	1	tpl	0
65	"'Araucariaceae Brachyphyllum menendezii Herbst'"	0.40042615603257	684670	Araucariaceae	0.40042615603257	family	Herbst			"Henkel & W. Hochst."	Araucariaceae	Brachyphyllum			menendezii			Araucariaceae	Araucariaceae	1								"'Brachyphyllum menendezii"	http://www.tropicos.org/Name/42000458		Y	Accepted	Araucariaceae		"Henkel & W. Hochst."	684670	family	http://www.tropicos.org/Name/42000458		Araucariaceae	1	1	tropicos	1
66	"'Primulaceae Soldanella austriaca'"	1	892583	"Soldanella austriaca"	1	species				Vierh.	Primulaceae	Soldanella	Soldanella	1	austriaca	austriaca	1	Primulaceae	Primulaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Soldanella+austriaca		Y	Accepted	"Soldanella austriaca"	"Soldanella austriaca"	Vierh.	892583	species	http://www.theplantlist.org/tpl1.1/search?q=Soldanella+austriaca		Primulaceae	1	1	tpl	0
67	"'rubiaceae ixora heterodoxa'"	1	480273	"Ixora heterodoxa"	1	species				"Müll. Arg."	Rubiaceae	Ixora	Ixora	1	heterodoxa	heterodoxa	1	Rubiaceae	Rubiaceae	1								'	http://www.tropicos.org/Name/27901400		Y	Accepted	"Ixora heterodoxa"	"Ixora heterodoxa"	"Müll. Arg."	480273	species	http://www.tropicos.org/Name/27901400		Rubiaceae	1	1	tropicos	0
68	"'Asteraceae Heterotheca rutteri'"	1	60405	"Heterotheca rutteri"	1	species				"(Rothr.) Shinners"	Asteraceae	Heterotheca	Heterotheca	1	rutteri	rutteri	1	Asteraceae	Asteraceae	1								'	http://www.tropicos.org/Name/2710477		Y	Accepted	"Heterotheca rutteri"	"Heterotheca rutteri"	"(Rothr.) Shinners"	60405	species	http://www.tropicos.org/Name/2710477		Asteraceae	1	1	tropicos	0
69	"'Cactaceae Echinopsis huascha'"	1	859715	"Echinopsis huascha"	1	species				"(F.A.C. Weber) Friedrich & G.D. Rowley"	Cactaceae	Echinopsis	Echinopsis	1	huascha	huascha	1	Cactaceae	Cactaceae	1								'	http://www.tropicos.org/Name/50179893		Y	Accepted	"Echinopsis huascha"	"Echinopsis huascha"	"(F.A.C. Weber) Friedrich & G.D. Rowley"	859715	species	http://www.tropicos.org/Name/50179893		Cactaceae	1	1	tropicos	0
70	"'Orchidaceae Habenaria mairei'"	1	355765	"Habenaria mairei"	1	species				Schltr.	Orchidaceae	Habenaria	Habenaria	1	mairei	mairei	1	Orchidaceae	Orchidaceae	1								'	http://www.tropicos.org/Name/23526516		Y	Accepted	"Habenaria mairei"	"Habenaria mairei"	Schltr.	355765	species	http://www.tropicos.org/Name/23526516		Orchidaceae	1	1	tropicos	0
71	"'Dumontiaceae Neodilsea Tokida'"	0.5	1244111	Dumontiaceae	0.5	family	Tokida				Dumontiaceae	Neodilsea						Dumontiaceae	Dumontiaceae	1								'Neodilsea	http://www.tropicos.org/Name/100370844		Y	"No opinion"									1	1	tropicos	1
72	"'PAPAVERACEAE ARGEMONE INTERMEDIA SWEET'"	0.77149326622765	357924	"Argemone intermedia"	0.77149326622765	species				Sweet	Papaveraceae	Argemone	Argemone	1	intermedia	intermedia	1	Papaveraceae	Papaveraceae	1								'SWEET	http://www.tropicos.org/Name/24000319		Y	Accepted	"Argemone intermedia"	"Argemone intermedia"	Sweet	357924	species	http://www.tropicos.org/Name/24000319		Papaveraceae	1	1	tropicos	1
73	"'Fabaceae Acacia multipinnata Ducke'"	1	184566	"Acacia multipinnata"	1	species	Ducke	Ducke	1	Ducke	Fabaceae	Acacia	Acacia	1	multipinnata	multipinnata	1	Fabaceae	Fabaceae	1								'	http://www.tropicos.org/Name/13004178		Y	Synonym	"Senegalia multipinnata"	"Senegalia multipinnata"	"(Ducke) Seigler & Ebinger"	980328	species	http://www.tropicos.org/Name/50303064		Fabaceae	1	1	tropicos	0
74	"'Orchidaceae Isabelia pulchella (Kraenzl. ) Senghas & Teusch.'"	1	351072	"Isabelia pulchella"	1	species	"(Kraenzl. ) Senghas & Teusch."	"(Kraenzl.) Senghas & Teusch."	1	"(Kraenzl.) Senghas & Teusch."	Orchidaceae	Isabelia	Isabelia	1	pulchella	pulchella	1	Orchidaceae	Orchidaceae	1								'	http://www.tropicos.org/Name/23521327		Y	Accepted	"Isabelia pulchella"	"Isabelia pulchella"	"(Kraenzl.) Senghas & Teusch."	351072	species	http://www.tropicos.org/Name/23521327		Orchidaceae	1	1	tropicos	0
75	"'Alectryon connatus'"	1	1341182	"Alectryon connatus"	1	species				"(F. Muell.) Radlk."	Sapindaceae	Alectryon	Alectryon	1	connatus	connatus	1											'	http://www.tropicos.org/Name/100497013		Y	Accepted	"Alectryon connatus"	"Alectryon connatus"	"(F. Muell.) Radlk."	1341182	species	http://www.tropicos.org/Name/100497013		Sapindaceae	1	1	tropicos	0
76	"'Fabaceae-faboideae Stylosanthes cf. guianensis'"	0.9	223885	"Stylosanthes guianensis"	1	species				"(Aubl.) Sw."	Fabaceae	Stylosanthes	Stylosanthes	1	guianensis	guianensis	1	Fabaceae	Fabaceae	1							cf.	'-faboideae	http://www.tropicos.org/Name/13045169		Y	Accepted	"Stylosanthes guianensis"	"Stylosanthes guianensis"	"(Aubl.) Sw."	223885	species	http://www.tropicos.org/Name/13045169		Fabaceae	1	1	tropicos	0
77	"'Poaceae Eulalia villosa'"	1	381972	"Eulalia villosa"	1	species				"(Spreng.) Nees"	Poaceae	Eulalia	Eulalia	1	villosa	villosa	1	Poaceae	Poaceae	1								'	http://www.tropicos.org/Name/25514340		Y	Accepted	"Eulalia villosa"	"Eulalia villosa"	"(Spreng.) Nees"	381972	species	http://www.tropicos.org/Name/25514340		Poaceae	1	1	tropicos	0
78	"'Rosaceae Rubus xluxatus Sudre'"	0.98989894548369	1624579	"Rubus luxatus"	0.98737368185461	species	Sudre	Sudre	1	Sudre	Rosaceae	Rubus	Rubus	1	xluxatus	luxatus	0.875	Rosaceae	Rosaceae	1								'	http://www.theplantlist.org/tpl1.1/search?q=Rubus+luxatus			"No opinion"									1	1	tpl	0
